,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,APH,ATVI,AVGO,CA,CRM,CSCO,CSRA,CTSH,CTXS,EA,EBAY,FB,FFIV,FIS,FISV,FLIR,FSLR,GLW,GOOG,GOOGL,GPN,HPE,HPQ,HRS,IBM,INTC,INTU,JNPR,KLAC,LRCX,MA,MCHP,MSFT,MSI,MU,NFLX,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,STX,SWKS,SYMC,TDC,TEL,TSS,TXN,V,VRSN,WDC,WU,XLNX,XRX
0,111.379997,103.690002,89.660004,58.080002,85.160004,285.700012,60.779999,58.59,17.139999,53.759998,34.490002000000004,117.470001,26.93,75.540001,26.07,30.5,65.989998,62.079948,69.980003,28.290001,103.32,101.540001,65.139999,94.559998,26.129999,52.779999,17.879998999999994,715.599976,740.210022,68.75,7.770739,13.15,78.199997,131.78999299999998,32.09,96.889999,28.719999,65.83000200000001,75.32,96.57,44.009998,53.080002,68.91999799999999,14.95,102.970001,31.280001,30.190001,37.689999,52.41,34.549999,51.959999,50.669998,78.040001,33.07,74.599998,19.719999,26.08,64.800003,52.740002,56.02,77.790001,81.760002,60.419998,18.48,46.68,26.482214000000006
1,114.919998,106.400002,89.959999,58.490002,86.449997,287.75,61.169998,59.169998,17.66,54.540001,34.970001,121.459999,26.559999,76.57,26.799999,32.189999,65.32,63.473484,65.08000200000001,28.5,104.620003,101.540001,65.720001,95.879997,28.85,54.549999,18.35,729.289978,752.469971,69.25,7.77655,13.41,81.5,134.220001,32.150002,96.599998,28.719999,66.309998,77.410004,98.559998,45.849998,53.169998,70.139999,15.03,112.110001,31.48,30.48,38.23,53.189999,35.889999,52.700001,52.0,79.410004,34.330002,75.470001,19.91,26.35,64.800003,53.040001,56.900002,78.940002,83.41999799999998,61.580002,18.73,47.259998,26.930172
2,115.760002,106.910004,90.309998,59.330002,86.279999,284.839996,61.279999,58.84,17.83,54.029999,36.23,121.919998,26.969999,77.769997,27.0,33.0,64.480003,60.503265,68.160004,28.620001,105.800003,105.019997,65.91999799999999,95.739998,29.18,53.07,18.51,727.580017,749.570007,70.33000200000001,7.834671000000001,13.43,81.489998,134.78999299999998,32.73,96.529999,29.549999,66.5,77.529999,98.43,45.68,53.0,71.120003,15.39,117.940002,31.200001,30.41,38.189999,53.330002,36.32,51.939999,55.200001,80.5,33.830002,77.629997,19.860001,26.709999,65.440002,53.77,57.209999,78.959999,84.639999,62.950001,19.129999,48.049999,27.140974
3,117.639999,107.879997,91.519997,60.389999,86.610001,287.269989,61.470001,59.84,18.200001,54.950001,37.0,126.099998,28.1,81.050003,27.1,33.189999,65.33000200000001,56.163403,68.949997,28.559999,107.360001,104.519997,66.25,96.43,29.66,53.400002,18.83,738.73999,759.780029,70.940002,7.863731,13.67,82.160004,136.21000700000002,33.220001,96.93,29.98,67.470001,78.379997,99.010002,47.07,53.990002,72.0,15.71,120.25,31.35,31.139999,38.669998,53.950001,36.450001,48.509998,56.549999,80.900002,34.91,80.199997,19.82,28.209999,66.83000200000001,54.380001,58.099998,80.599998,85.83000200000002,64.190002,19.450001,48.66,27.747036
4,119.199997,107.580002,92.330002,60.209999,86.940002,287.51001,60.549999,57.959999,18.290001,54.82,37.099998,126.209999,28.51,80.900002,27.59,32.990002000000004,65.790001,58.27360899999999,71.440002,28.99,106.839996,104.010002,66.400002,97.190002,29.93,53.400002,18.99,746.530029,769.299988,71.639999,8.009033,13.84,83.66999799999998,137.369995,34.48,106.279999,30.370001,67.0,78.449997,99.419998,47.349998,54.25,72.760002,16.0,120.849998,31.120001,31.35,39.25,54.450001,36.450001,48.799999,55.939999,81.93,34.5,78.559998,20.120001,28.540001,67.449997,54.799999,58.349998,80.589996,86.860001,62.099998,19.200001,49.189999,27.720686
5,119.269997,107.970001,91.82,58.900002,87.260002,286.73999,60.419998,56.939999,17.82,54.860001,37.32,126.75,28.23,80.440002,27.65,32.5,64.989998,59.69103199999999,72.639999,28.92,107.190002,103.589996,66.480003,97.010002,29.84,54.32,19.02,757.450012,777.469971,71.379997,8.235704,14.31,82.93,138.529999,34.66,102.519997,30.33,66.91999799999999,78.300003,99.959999,47.490002,54.25,72.239998,15.54,124.300003,31.110001,31.65,39.439999,54.439999,36.5,49.09,54.650002,82.190002,34.52,78.910004,20.0,28.469999,67.550003,55.880001,58.200001,80.589996,90.330002,61.990002,19.110001,48.779999,27.641634000000003
6,117.330002,107.389999,91.139999,59.380001,86.989998,283.019989,62.240002,56.549999,17.959999,55.09,37.18,123.410004,28.059999,80.300003,27.25,32.779999,63.900002,60.089188,68.43,28.42,106.0,102.860001,65.150002,95.760002,29.85,54.59,18.889999,752.0,772.960022,72.449997,7.892792,14.07,82.339996,137.649994,34.330002,100.040001,30.41,66.440002,76.940002,98.730003,46.48,53.919998,71.559998,15.22,123.669998,30.809999,30.92,38.779999,54.110001,35.25,49.029999,54.549999,82.050003,34.439999,78.25,19.809999,29.360001,66.809998,55.580002,57.299999,79.230003,89.870003,60.990002,18.82,48.25,29.038208
7,119.209999,107.690002,92.300003,60.459999,86.739998,288.369995,63.169998,56.970001,18.450001,54.669998,37.02,129.0,28.200001,80.370003,27.32,32.009998,64.559998,61.602165,67.300003,28.780001,106.330002,102.790001,65.010002,95.480003,30.120001,56.040001,18.98,748.1400150000002,771.6900019999998,72.370003,8.084589999999999,13.17,82.459999,138.369995,34.259998,99.980003,30.459999,66.610001,77.260002,98.540001,47.189999,54.09,72.160004,15.4,124.230003,30.99,31.110001,39.470001,54.25,35.200001,49.41,55.650002,82.150002,34.099998,79.93,19.799999,29.76,67.339996,55.369999,57.849998,79.779999,88.629997,61.52,18.870001,49.07,27.95784
8,118.290001,107.059998,91.860001,60.23,86.480003,286.329987,63.040001,57.669998,18.41,54.75,37.200001,128.630005,28.07,80.220001,27.25,29.110001,64.639999,60.72623100000001,69.629997,29.09,105.779999,103.330002,64.629997,95.400002,30.23,56.169998,18.940001,748.460022,769.159973,72.209999,8.206644,12.54,82.82,138.0,34.540001000000004,100.089996,30.24,66.400002,77.449997,98.279999,47.16,53.799999,71.980003,15.55,123.849998,30.77,31.190001,39.139999,54.32,35.52,48.669998,57.43,82.379997,34.509998,80.629997,19.799999,29.809999,66.82,55.639999,57.279999,79.639999,89.279999,61.759998,18.790001,48.939999,27.905138
9,117.989998,107.580002,92.410004,60.389999,86.970001,286.720001,63.02,58.009998,18.719999,55.189999,37.450001,129.429993,28.299999,79.730003,27.34,29.389999,64.970001,60.93326999999999,69.190002,29.09,105.839996,103.110001,64.809998,96.32,30.290001,56.18,18.85,748.8099980000002,771.869995,72.550003,8.270576,12.58,83.379997,138.610001,34.549999,100.379997,30.280001,66.629997,78.099998,98.800003,47.709999,54.540001,72.220001,15.59,126.029999,30.73,31.42,39.110001,54.150002,35.36000100000001,48.599998,57.650002,82.66999799999998,35.459999,81.889999,19.540001,29.74,67.489998,56.200001,57.619999,80.059998,89.620003,62.029999,18.780001,49.110001,28.089592
10,118.75,107.290001,92.010002,62.09,86.809998,287.380005,63.580002,57.619999,18.74,55.240002,37.860001,131.169998,28.18,80.349998,27.200001,31.52,64.650002,61.82513,68.040001,29.75,104.830002,103.07,63.970001,96.540001,30.65,56.599998,18.879999,747.1099849999998,766.9400019999998,71.07,8.648361,12.63,83.410004,139.580002,35.0,100.940002,30.299999,66.769997,78.300003,98.209999,48.549999,54.41,72.099998,16.18,124.470001,30.290001,32.0,39.09,54.240002,35.41,48.75,58.310001,81.599998,36.150002,83.629997,19.559999,29.950001,67.199997,56.330002,57.470001,79.529999,89.440002,62.43,18.969999,49.869999,27.878788
11,117.339996,107.910004,92.519997,61.330002,87.33000200000002,288.109985,64.529999,57.57,19.09,55.540001,38.57,133.070007,28.16,80.769997,27.49,30.07,64.940002,62.135689,69.010002,29.16,107.0,105.029999,64.349998,96.970001,30.450001,58.060001,18.790001,768.900024,785.25,71.0,8.933152,12.61,83.760002,140.929993,35.09,101.330002,30.370001,67.610001,79.239998,97.739998,48.09,55.32,72.269997,16.49,125.529999,30.85,32.799999,39.150002,53.91,35.23,51.91,58.099998,82.339996,36.189999,83.949997,19.57,30.5,67.5,56.389999,58.200001,79.83000200000002,90.25,63.779999,19.16,50.0,28.194994
12,116.550003,107.540001,91.970001,61.400002,86.959999,286.390015,64.860001,56.310001,19.23,54.73,38.630001,144.860001,28.059999,80.959999,27.629999,30.799999,64.050003,61.482719,69.540001,29.0,106.269997,104.769997,65.18,95.949997,30.379999,60.0,18.84,766.01001,780.5599980000002,72.08000200000002,8.718106,11.97,83.879997,140.100006,34.970001,99.459999,30.370001,67.860001,79.379997,97.330002,47.049999,55.490002,72.129997,15.95,129.619995,31.02,32.759998,38.959999,53.970001,35.200001,52.16,59.299999,81.879997,34.759998,86.709999,19.42,30.190001,67.279999,56.080002,57.970001,79.360001,90.209999,62.41,18.959999,49.27,27.509882
13,115.290001,106.290001,90.129997,57.759998,85.440002,281.25,64.660004,54.98,18.74,53.889999,37.560001,144.800003,28.290001,80.33000200000002,26.950001,28.809999,61.77,60.03344300000001,68.379997,28.719999,104.809998,103.040001,64.33000200000001,93.800003,29.969999,59.060001,17.82,753.099976,769.710022,69.349998,8.363569,12.15,82.699997,138.089996,34.110001000000004,97.940002,29.42,66.769997,76.66999799999998,96.43,46.490002,54.119999,71.300003,15.54,127.0,30.889999,32.43,38.02,52.900002,34.380001,52.09,58.049999,80.66999799999998,33.709999,83.239998,19.42,29.440001,66.230003,55.209999,57.52,78.58000200000002,92.089996,63.700001,18.709999,48.560001,27.299078
14,118.980003,109.129997,92.559998,59.220001,87.050003,282.589996,65.5,56.34,19.1,54.599998,38.919998,146.690002,28.950001,81.809998,27.559999,29.0,62.57,60.797897,70.739998,29.290001,106.480003,104.139999,64.809998,95.230003,30.290001,59.290001,17.959999,767.77002,780.0599980000002,70.449997,8.718106,12.21,83.970001,140.160004,34.790001000000004,98.720001,29.799999,67.43,77.57,98.300003,47.240002,55.790001,71.730003,15.35,131.190002,31.299999,33.740002000000004,39.16,53.610001,35.709999,52.310001,59.279999,81.510002,34.450001,87.91999799999998,20.059999,29.48,66.360001,56.23,58.799999,80.129997,93.110001,63.59,18.83,48.919998,27.509882
15,117.519997,107.470001,89.220001,58.080002,85.779999,280.299988,63.25,55.32,18.629999,54.169998,38.330002,146.839996,28.25,80.209999,27.17,28.16,61.349998,60.718266,70.400002,28.93,104.0,103.589996,63.0,94.029999,29.200001,58.43,17.83,757.8900150000002,764.5,69.150002,8.770414,11.92,83.699997,138.279999,34.669998,97.82,29.51,66.959999,79.040001,97.18,46.169998,55.470001,69.779999,14.61,121.510002,31.25,32.700001,38.290001,53.209999,34.630001,50.630001,57.0,80.019997,34.790001000000004,85.43,19.93,28.43,65.529999,55.360001,57.759998,78.980003,92.029999,62.529999,18.860001,48.09,26.534914
16,117.639999,108.559998,91.040001,58.0,85.650002,280.380005,63.82,53.720001,18.719999,53.990002,39.200001,147.139999,27.870001,80.83000200000002,26.959999,27.91,61.509998,62.191433,70.75,28.42,106.18,99.879997,62.740002,94.0,29.440001,59.459999,17.719998999999994,759.169983,771.099976,69.82,8.712294,12.08,83.879997,137.380005,34.880001,98.110001,29.530001,68.620003,80.220001,98.610001,46.009998,55.369999,69.440002,14.6,127.699997,31.02,33.549999,38.630001,53.240002,35.389999,49.639999,57.029999,80.639999,35.169998,86.529999,20.0,28.08,64.720001,55.799999,57.5,78.83000200000002,91.919998,63.57,18.780001,48.369999,26.482214000000006
17,116.040001,107.290001,90.410004,56.669998,85.08000200000002,281.019989,63.23,53.389999,18.879999,53.779999,38.709999,146.110001,27.549999,79.800003,26.74,27.77,60.48,60.813824,67.510002,28.280001,105.050003,100.139999,63.41,93.470001,29.52,54.32,17.75,752.849976,763.590027,69.760002,8.596052,12.12,82.900002,137.029999,34.849998,98.019997,28.209999,67.58000200000001,78.730003,98.120003,45.48,55.389999,69.160004,14.29,124.5,30.120001,32.810001,38.610001,53.07,35.16,48.650002,56.200001,79.160004,35.74000200000001,84.510002,19.98,28.15,63.98,55.389999,56.98,77.910004,91.279999,62.98,18.879999,47.849998,26.508564
18,115.190002,106.459999,92.510002,56.290001,84.290001,275.429993,62.779999,53.099998,18.6,53.009998,37.759998,144.619995,27.33,78.300003,26.49,28.17,59.540001,60.479374,67.489998,28.190001,104.150002,98.360001,61.529999,92.230003,29.059999,53.950001,18.75,741.159973,749.0,70.800003,8.712294,12.14,82.160004,135.229996,34.310001,95.860001,28.530001,67.529999,79.040001,97.610001,44.880001,54.709999,68.550003,14.32,121.449997,29.540001,32.650002,37.619999,53.43,35.150002,48.200001,56.669998,78.620003,35.630001,83.07,19.709999,27.889999,63.34,55.200001,56.139999,77.139999,90.0,62.0,18.639999,47.41,26.29776
19,112.18,105.690002,91.709999,56.880001,83.660004,267.880005,60.869999,52.369999,18.4,52.580002,37.27,144.139999,27.709999,76.760002,26.299999,28.940001,58.889999,60.025482,67.349998,28.1,102.290001,97.349998,60.419998,91.790001,29.23,55.790001,18.620001,741.789978,751.26001,69.82,8.311261,12.3,82.57,135.309998,34.380001,96.360001,28.67,68.099998,79.08000200000002,95.080002,44.82,54.330002,68.510002,14.43,119.769997,29.370001,32.52,37.150002,52.5,34.610001000000004,47.41,56.060001,78.5,36.040001,79.639999,19.65,27.049999,63.220001,53.889999,56.450001,76.199997,88.949997,62.110001,18.370001,47.549999,26.508564
20,111.940002,107.279999,93.980003,55.849998,85.309998,271.549988,61.209999,51.32,18.200001,53.169998,38.330002,142.679993,27.959999,77.660004,26.719999,28.32,60.009998,60.82975,70.519997,28.23,105.300003,95.0,61.57,93.650002,28.73,58.860001,18.17,753.0,767.789978,71.010002,8.433314,12.22,82.449997,137.399994,34.650002,97.470001,28.83,67.989998,78.940002,97.400002,44.900002,55.66,68.589996,13.77,121.93,28.92,32.939999,38.099998,53.25,35.189999,47.709999,52.400002,77.83000200000002,33.91,78.18,20.25,27.139999,63.360001,55.349998,57.299999,78.370003,89.720001,59.91,18.139999,47.48,26.403162
21,111.07,107.32,94.410004,56.939999,86.059998,270.399994,61.360001,52.349998,18.51,52.700001,38.939999,143.169998,28.530001,77.639999,27.0,27.76,60.900002,62.740883,73.07,28.52,105.370003,100.379997,62.09,94.610001,29.17,63.52,17.98,750.0,766.570007,65.050003,8.497247999999999,12.27,83.360001,139.119995,35.36000100000001,98.459999,29.33,68.959999,80.480003,99.650002,46.389999,55.540001,69.519997,14.36,119.800003,28.58,33.040001000000004,38.669998,53.5,36.119999,48.25,52.23,78.970001,34.59,78.25,20.34,27.209999,63.66,56.099998,58.259998,79.449997,90.239998,61.5,18.27,48.240002,26.534914
22,112.019997,107.0,95.699997,57.439999,86.290001,275.230011,61.939999,53.34,18.709999,52.880001,39.360001,144.929993,28.66,78.970001,27.290001,27.42,62.220001,63.107182,72.209999,28.65,107.489998,100.82,61.990002,94.029999,29.200001,66.5,18.18,762.419983,781.159973,66.0,8.491435000000001,12.28,84.25,139.350006,35.32,99.309998,29.43,69.25,80.489998,100.540001,47.549999,56.360001,69.800003,14.65,123.970001,29.059999,33.220001,38.09,54.119999,36.0,49.32,53.470001,78.809998,34.919998,79.82,20.530001,27.66,64.230003,56.049999,58.189999,79.980003,90.589996,61.040001,18.57,48.049999,27.088274
23,108.910004,103.129997,93.730003,55.75,84.129997,267.920013,60.450001,52.48,17.93,52.349998,38.470001,140.229996,28.52,78.110001,26.6,26.43,58.759998,61.618092,70.629997,27.84,106.080002,98.330002,59.599998,92.32,28.49,63.84,17.959999,746.51001,767.22998,63.959999,8.293825,11.83,83.0,136.410004,34.73,97.199997,29.049999,67.720001,78.019997,98.639999,46.040001,55.77,68.260002,14.38,120.849998,28.09,32.439999,36.889999,53.25,35.349998,47.369999,52.5,83.010002,33.700001,77.230003,20.07,26.719999,63.009998,52.540001,56.040001,78.040001,87.32,59.080002,18.059999,46.73,26.640316
24,107.279999,102.919998,92.160004,55.830002,83.809998,269.609985,59.66,52.82,18.299999,52.130001,38.860001,143.100006,28.370001,78.300003,26.58,27.84,59.509998,59.826405,69.440002,27.620001,104.910004,98.169998,58.98,92.110001,28.16,64.650002,18.059999,746.130005,763.049988,64.0,8.206644,11.6,83.290001,135.830002,34.110001000000004,96.019997,28.82,67.379997,77.959999,96.910004,46.200001,54.880001,67.760002,14.44,119.510002,27.84,32.490002000000004,36.720001,52.889999,35.209999,47.610001,51.869999,82.230003,34.290001000000004,77.5,20.200001,26.48,63.290001,51.48,55.349998,76.900002,86.800003,59.220001,17.92,46.990002,27.009222
25,107.400002,103.290001,91.940002,56.549999,84.760002,270.619995,60.639999,52.700001,18.559999,52.43,39.560001,147.229996,28.139999,77.519997,26.85,27.18,59.779999,59.722885,69.300003,27.620001,105.220001,97.300003,59.369999,92.699997,28.25,65.470001,18.059999,751.650024,764.27002,64.25,8.160147,11.4,85.019997,135.880005,34.360001000000004,96.470001,27.389999,68.349998,79.489998,97.510002,47.07,54.990002,68.349998,14.8,117.300003,25.66,33.0,36.389999,52.990002,36.119999,48.529999,53.5,80.610001,34.57,78.809998,20.49,26.370001,63.849998,51.490002,56.189999,77.43,87.379997,59.02,18.07,47.470001,27.272728000000004
26,107.269997,104.059998,94.419998,56.360001,85.389999,275.910004,61.23,52.91,18.799999,53.290001,39.380001,146.020004,28.809999,78.199997,27.040001,27.120001,60.52,60.34400600000001,69.5,28.0,105.889999,98.059998,60.040001,93.519997,28.74,65.489998,18.25,753.469971,770.6900019999998,64.949997,8.247328,11.75,86.970001,138.300003,34.950001,97.760002,27.65,69.309998,80.559998,97.940002,47.34,55.700001,69.290001,13.72,116.910004,26.32,32.98,36.66,52.810001,36.790001,49.240002,52.59,81.260002,35.650002,78.860001,20.57,27.02,64.739998,50.93,56.060001,78.08000200000002,87.790001,59.98,18.370001,47.639999,28.300396000000006
27,109.0,104.220001,94.449997,56.48,85.91999799999998,278.220001,62.029999,53.400002,19.08,53.509998,38.939999,146.410004,29.17,78.029999,27.41,26.790001,60.439999,60.59882,68.690002,27.91,104.739998,97.620003,61.130001,93.470001,28.870001,66.260002,18.57,749.549988,768.52002,65.309998,8.607677,11.75,87.82,138.429993,35.07,97.900002,27.620001,69.199997,80.209999,98.779999,47.150002,55.860001,69.239998,14.2,118.220001,26.66,32.959999,36.73,54.040001,37.009998,49.0,54.290001,82.010002,36.48,79.16999799999998,20.93,27.1,65.239998,51.009998,56.970001,78.349998,87.550003,60.5,18.49,47.900002,28.511198
28,107.589996,103.639999,93.790001,56.669998,85.449997,276.980011,61.68,53.110001,19.18,53.27,38.759998,145.899994,28.92,77.660004,27.299999,27.99,60.48,60.68641700000001,68.589996,27.52,105.019997,97.349998,60.82,92.639999,28.6,66.529999,18.48,752.919983,770.0,65.309998,8.654173,11.7,88.949997,137.740005,34.950001,97.099998,27.58,69.279999,80.16999799999998,98.150002,47.119999,55.349998,68.860001,14.45,117.260002,26.49,32.82,36.830002,53.57,36.700001,49.450001,54.0,81.5,36.720001,78.809998,20.860001,27.030001,65.139999,50.759998,56.41,78.040001,87.5,60.91,18.440001,47.68,28.511198
29,106.959999,104.5,94.599998,56.799999,86.5,280.0,62.110001,53.450001,19.01,53.580002,39.34,147.0,29.049999,78.5,27.440001,29.540001,60.43,60.837711,69.5,27.73,106.419998,97.0,61.360001,93.910004,28.6,66.699997,18.32,766.6900019999998,786.98999,65.889999,8.886656,11.67,87.769997,138.25,35.009998,98.629997,27.870001,69.639999,80.510002,99.230003,47.740002,56.290001,69.510002,14.35,118.190002,26.639999,33.16,37.02,54.0,36.919998,50.279999,53.18,82.720001,37.040001,79.43,21.23,27.18,65.650002,50.939999,56.75,79.0,88.220001,60.439999,18.32,48.040001,28.089592
30,108.580002,105.300003,95.190002,57.169998,86.739998,279.730011,62.259998,53.299999,19.09,53.389999,39.57,147.509995,29.26,79.300003,27.66,29.540001,61.25,61.474758,69.889999,27.73,107.0,97.690002,61.330002,94.18,28.59,66.230003,18.459999,776.599976,793.960022,66.239998,8.886656,11.91,88.059998,139.580002,35.380001,99.110001,28.040001,69.849998,80.75,99.669998,48.009998,56.470001,69.559998,14.27,118.949997,26.780001,33.650002,37.080002,54.299999,37.07,50.880001,52.959999,83.559998,37.0,80.18,21.219999,27.01,65.739998,50.990002,57.02,79.07,88.699997,60.75,18.41,48.009998,28.142292
31,107.010002,105.400002,95.07,56.450001,85.779999,275.420013,62.130001,52.84,18.940001,52.810001,39.240002,146.580002,28.959999,78.989998,27.379999,29.620001,60.599998,61.092529000000006,69.440002,27.629999,106.0,97.650002,60.77,92.779999,28.25,66.510002,18.35,769.5,787.820007,65.160004,8.851784,11.83,87.209999,139.070007,34.82,97.830002,27.6,69.489998,80.110001,98.25,47.650002,56.040001,69.0,14.1,116.209999,26.82,33.34,36.84,53.450001,36.299999,50.060001,51.41,83.449997,37.009998,78.910004,21.18,26.67,65.129997,50.029999,56.049999,78.239998,88.110001,61.009998,18.1,47.77,28.115942
32,102.610001,102.620003,91.769997,54.240002,82.93,271.160004,60.009998,51.799999,18.309999,51.07,38.049999,142.070007,28.09,77.139999,26.389999,29.57,58.810001,59.245102,67.18,27.110001,101.949997,95.599998,59.52,90.089996,28.35,64.709999,17.950001,743.0,762.200012,63.509998,8.700669,11.58,86.400002,135.600006,33.880001,94.190002,27.190001,68.029999,77.769997,95.370003,45.66,54.32,67.66999799999999,13.83,109.0,26.16,32.290001000000004,36.009998,52.0,35.130001,49.43,49.68,81.68,36.029999,75.010002,20.549999,25.98,63.470001,48.959999,53.549999,76.059998,85.690002,59.32,17.559998999999998,46.119999,27.43083
33,105.75,101.970001,92.010002,54.73,82.660004,272.450012,60.389999,52.380001,18.469999,50.889999,37.790001,143.139999,28.16,77.07,26.540001,29.0,58.450001,59.380474,66.099998,26.610001,102.889999,95.660004,60.189999,89.410004,30.18,70.559998,17.92,746.450012,764.099976,62.580002,8.793663,11.65,87.879997,136.759995,33.959999,95.339996,27.57,68.379997,78.160004,95.379997,45.98,54.93,66.5,14.42,110.449997,26.09,32.98,35.86000100000001,51.880001,34.98,50.459999,50.759998,81.620003,36.5,78.040001,20.84,26.25,63.439999,49.16,54.27,76.25,81.720001,60.75,17.66,45.810001,27.140974
34,100.559998,100.809998,91.099998,53.07,81.08000200000002,271.320007,59.459999,51.0,18.17,49.529999,36.32,134.570007,27.360001,75.720001,26.08,28.059999,57.0,57.763977,63.610001,25.83,101.129997,95.419998,59.360001,88.559998,29.790001,71.0,17.59,730.0,750.369995,62.810001,8.497247999999999,11.52,87.25,134.380005,33.25,94.43,27.110001,67.709999,76.5,93.489998,44.759998,54.32,65.57,14.5,105.290001,24.799999,32.349998,35.5,50.889999,33.700001,48.360001,46.66,80.949997,35.650002,71.550003,20.65,24.799999,62.470001,47.73,52.950001,75.0,80.410004,59.73,17.32,45.77,26.693018
35,98.68,99.75,89.400002,50.450001,79.639999,266.940002,58.360001,49.34,17.299999,48.16,35.79000100000001,131.309998,26.76,75.129997,25.49,27.66,56.029999,57.564899,62.32,25.799999,100.5,93.68,58.5,86.41999799999998,29.889999,67.639999,17.15,730.3099980000002,746.48999,62.48,8.427503,11.05,85.849998,133.699997,32.279999,94.5,26.360001,65.41999799999999,72.099998,91.559998,43.990002,52.700001,64.629997,13.86,116.360001,24.15,30.74,35.25,48.439999,33.150002,47.779999,44.5,79.370003,34.049999,66.599998,20.48,24.049999,60.77,46.529999,52.389999,73.760002,79.620003,57.419998,16.809998999999998,44.740002,26.218708000000003
36,98.550003,99.480003,89.68,50.740002,78.93,263.019989,56.169998,48.509998,17.23,47.529999,36.790001,130.029999,26.5,74.779999,25.549999,27.709999,56.869999,56.832298,63.209999,25.969999,99.879997,93.110001,59.52,88.239998,30.23,67.43,17.18,731.450012,747.799988,61.869999,8.003222000000001,10.83,86.5,133.179993,32.09,94.940002,26.25,66.139999,72.379997,91.970001,43.0,52.369999,64.33000200000001,13.78,116.330002,23.459999,30.67,35.130001,48.52,33.459999,46.810001,43.049999,80.050003,34.380001,68.559998,20.52,24.01,59.0,46.75,51.52,74.059998,80.900002,57.959999,17.09,43.669998,26.192358
37,98.970001,98.480003,88.07,51.040001,78.449997,257.269989,55.299999,48.27,16.98,47.029999,35.900002,129.5,26.48,73.739998,24.93,27.82,56.080002,55.550247,63.389999,25.950001,97.910004,91.809998,58.610001,87.849998,30.35,65.839996,17.190001000000002,716.6099849999998,731.950012,60.27,7.805611,10.66,86.599998,131.809998,31.809999,93.82,25.91,65.760002,71.129997,90.25,41.900002,52.509998,64.660004,13.37,112.129997,23.200001,29.66,34.75,47.669998,33.02,46.360001,44.66,79.800003,33.119999,67.18,20.540001,23.57,58.599998,45.889999,50.830002,73.110001,78.18,55.880001,17.01,43.360001,25.401844
38,100.550003,99.959999,89.889999,51.549999,78.860001,255.639999,55.509998,46.009998,16.93,46.860001,36.650002,129.860001,26.780001,73.970001,25.51,28.09,57.5,55.390987,64.660004,26.110001,99.0,93.190002,59.959999,88.07,31.33,65.980003,17.49,721.679993,740.75,59.119999,7.759114,10.76,87.32,133.649994,32.759998,94.690002,26.290001,65.91999799999999,72.519997,91.610001,41.990002,52.759998,64.93,12.72,116.110001,23.200001,30.209999,35.32,47.66,33.349998,46.450001,44.369999,78.910004,31.719999,66.720001,20.51,23.190001,58.529999,46.040001,51.73,74.519997,78.720001,53.189999,17.07,43.529999,25.11199
39,100.32,101.389999,90.589996,51.720001,79.339996,258.690002,55.07,47.139999,16.92,47.5,37.48,127.75,26.940001,74.989998,25.42,29.08,59.740002,56.37840300000001,66.260002,26.41,100.580002,92.790001,60.209999,89.5,31.110001,65.519997,17.4,730.849976,749.340027,58.68,7.759114,10.83,88.879997,133.5,32.759998,95.110001,26.33,65.809998,71.610001,92.07,42.119999,53.799999,65.07,12.78,114.43,22.76,30.41,35.189999,47.73,33.279999,47.220001,40.740002,79.199997,31.59,64.199997,20.76,23.18,58.52,46.66,51.52,75.269997,79.32,52.380001,17.09,43.52,25.270092
40,97.959999,99.120003,88.91999799999998,50.540001,77.599998,249.050003,51.040001,45.98,16.360001,46.869999,34.919998,124.190002,26.549999,72.41999799999998,24.690001,28.98,58.169998,54.053192,63.299999,25.42,95.849998,93.080002,59.41,87.16999799999998,31.33,60.799999,17.120001000000002,705.380005,724.4400019999998,56.52,7.41039,10.6,85.529999,131.929993,31.969999,92.309998,25.68,65.029999,69.779999,89.400002,41.459999,52.0,63.66,12.08,105.650002,22.65,28.66,34.189999,46.66,32.150002,46.209999,40.560001,76.709999,31.190001,62.009998,20.299999,22.83,57.0,45.02,49.98,73.150002,76.349998,50.330002,16.700001,42.130001,24.426878
41,96.199997,98.739998,86.839996,48.16,76.839996,247.210007,50.990002,45.330002,15.95,45.549999,34.310001,120.209999,26.209999,69.870003,23.93,28.540001,57.919998,51.958912,64.339996,25.049999,93.980003,91.330002,58.57,86.209999,31.209999,59.580002,16.950001,692.289978,709.98999,56.119999,7.3232089999999985,10.18,82.720001,130.009995,29.73,91.43,25.540001,64.110001,69.25,88.089996,40.970001,51.310001,61.799999,11.35,102.43,22.33,27.52,33.799999,46.07,31.620001,46.040001,37.919998,74.360001,30.48,61.099998,21.040001,22.209999,56.099998,44.700001,47.889999,71.940002,73.82,47.84,16.66,41.049999,23.530962
