,ADM,CAG,CHD,CL,CLX,COST,COTY,CPB,CVS,DPS,EL,GIS,HRL,HSY,K,KHC,KMB,KO,KR,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TSN,WBA,WMT
307,44.09,39.439999,45.73,66.08000200000001,125.519997,168.179993,19.32,63.290001,75.599998,91.800003,82.989998,62.540001,36.169998,107.0,73.160004,89.300003,121.059998,41.529999,33.959999,44.349998,95.779999,42.580002,71.400002,105.099998,87.5,100.830002,139.020004,148.880005,53.200001,97.129997,67.0,80.529999,66.370003
308,42.959999,39.220001,46.77,65.730003,124.309998,167.529999,19.370001,62.889999,76.120003,91.599998,83.18,61.68,36.0,107.449997,72.599998,88.709999,121.5,41.700001,33.650002,44.040001,94.610001,42.75,71.529999,104.629997,87.639999,100.0,137.75,150.199997,52.200001,96.400002,63.41,80.910004,66.559998
309,44.709999,39.560001,47.5,66.66999799999999,125.720001,167.5,19.52,63.169998,76.209999,92.400002,83.110001,61.740002,36.220001,107.0,72.849998,88.809998,122.449997,41.91,33.060001,43.59,95.449997,42.939999,72.110001,105.5,88.07,101.449997,138.190002,152.009995,52.049999,94.910004,64.58000200000001,81.32,66.889999
310,43.459999,39.52,47.830002,66.589996,127.059998,168.449997,20.040001,63.400002,77.029999,92.779999,82.489998,62.220001,36.48,106.980003,74.599998,89.269997,122.75,42.02,32.84,44.599998,96.5,43.639999,72.150002,105.690002,88.33000200000002,102.330002,137.190002,154.580002,51.830002,95.620003,65.050003,81.730003,67.809998
311,43.669998,39.689999,48.040001,66.660004,126.800003,171.649994,18.35,63.700001,77.440002,93.199997,82.559998,62.860001,36.869999,108.239998,76.160004,89.599998,123.32,41.02,33.5,44.799999,96.970001,43.860001,72.389999,105.830002,88.559998,102.32,137.5,155.119995,52.189999,96.669998,65.480003,82.379997,68.25
312,43.900002,39.810001,48.349998,67.860001,127.0,172.490005,18.280001,63.240002,78.980003,93.559998,82.809998,62.77,37.139999,107.5,75.889999,90.309998,123.82,40.77,33.439999,45.07,97.25,44.919998,72.470001,106.5,88.040001,102.809998,138.050003,155.360001,52.619999,96.389999,65.279999,83.480003,68.32
313,43.740002,39.610001,48.169998,67.5,126.610001,171.660004,18.42,63.25,78.760002,90.510002,82.349998,62.810001,37.18,107.989998,75.5,90.57,123.589996,40.380001,33.18,45.009998,97.07,43.419998,72.0,106.169998,88.0,102.669998,138.059998,155.110001,52.700001,97.169998,65.0,83.33000200000002,67.879997
314,43.849998,39.799999,48.650002,67.529999,127.809998,173.179993,19.389999,63.040001,78.879997,92.5,83.33000200000002,62.68,37.459999,108.010002,75.279999,91.129997,123.459999,40.419998,33.200001,44.790001,96.669998,43.330002,71.720001,105.349998,89.809998,102.290001,137.509995,155.520004,52.610001,99.0,65.010002,83.739998,67.800003
315,44.259998,39.959999,48.650002,68.610001,128.190002,175.100006,19.83,63.220001,79.5,92.93,83.360001,63.07,37.77,109.230003,75.889999,89.099998,124.410004,40.549999,33.650002,45.23,96.730003,43.52,72.16999799999998,107.150002,90.919998,102.900002,138.259995,156.669998,52.740002,98.809998,65.239998,84.199997,68.66999799999999
316,44.07,39.52,49.27,70.949997,131.339996,175.470001,18.76,59.0,79.449997,93.860001,83.68,58.889999,37.040001,106.830002,72.989998,92.0,127.699997,41.130001,33.900002,41.860001,95.870003,43.450001,72.400002,107.290001,90.610001,102.93,132.419998,158.149994,52.369999,99.919998,64.709999,85.540001,68.83000200000001
317,44.549999,39.700001,49.650002,72.760002,133.850006,176.550003,19.17,58.48,79.610001,93.910004,85.199997,60.919998,37.470001,107.5,74.110001,91.82,130.850006,41.200001,34.099998,44.259998,97.830002,43.709999,72.790001,108.07,90.580002,103.370003,135.96000700000002,160.660004,52.509998,101.139999,65.370003,88.0,71.209999
318,44.59,40.209999,49.580002,73.300003,134.979996,177.070007,19.200001,58.75,79.75,94.599998,84.529999,60.75,37.599998,107.790001,74.639999,94.849998,133.889999,41.509998,34.049999,44.610001,98.129997,44.049999,73.550003,109.370003,91.449997,104.489998,141.059998,159.389999,52.599998,100.150002,63.349998,86.43,72.25
319,44.799999,40.490002,49.82,73.879997,136.130005,176.520004,18.91,59.349998,80.220001,94.260002,84.599998,60.889999,35.209999,108.089996,74.57,93.290001,134.940002,41.669998,33.389999,44.689999,98.169998,43.970001,73.809998,109.120003,91.610001,104.949997,141.369995,160.729996,52.84,100.0,63.259998,86.470001,72.0
320,44.84,40.470001,49.509998,73.57,135.360001,175.220001,18.74,59.240002,80.83000200000002,94.760002,83.720001,60.830002,35.189999,108.699997,74.66999799999998,93.510002,133.869995,41.700001,32.82,44.98,98.900002,44.200001,74.360001,109.5,90.970001,106.440002,141.190002,154.059998,52.860001,99.800003,62.439999,86.860001,71.339996
321,45.130001,41.0,49.380001,72.690002,135.600006,177.330002,18.530001,59.099998,81.550003,94.449997,83.41999799999998,61.110001,34.619999,108.690002,74.440002,92.599998,132.75,41.75,32.84,44.740002,99.230003,43.310001,74.480003,109.690002,90.529999,107.529999,141.179993,158.070007,53.049999,100.699997,62.630001,87.470001,72.279999
322,45.5,40.919998,49.59,72.66999799999998,136.139999,176.949997,18.799999,58.98,80.800003,93.379997,83.0,60.080002,34.650002,108.18,73.900002,90.68,132.679993,41.68,32.080002,43.849998,97.589996,42.009998,74.32,109.050003,90.900002,108.309998,141.03999299999995,157.860001,52.759998,99.790001,62.200001,87.129997,70.870003
323,47.25,41.360001,49.799999,73.050003,136.449997,177.369995,18.879999,59.529999,81.099998,93.300003,83.18,60.779999,35.299999,108.599998,74.07,91.769997,132.839996,42.009998,31.93,44.16,98.339996,41.41,74.980003,109.599998,91.050003,109.0,141.279999,160.089996,53.110001,100.470001,62.630001,86.82,70.970001
324,46.540001,41.18,50.0,72.989998,136.990005,177.5,19.35,59.41,80.5,93.57,85.0,60.599998,35.299999,109.580002,74.93,91.5,133.03999299999998,42.080002,32.060001,44.23,98.959999,47.849998,75.519997,109.809998,91.400002,110.0,140.759995,159.600006,52.880001,98.970001,64.360001,86.5,70.41999799999998
325,45.529999,41.02,50.060001,73.470001,137.190002,170.699997,18.75,59.939999,81.519997,95.519997,82.790001,60.98,35.25,108.790001,75.029999,91.25,134.050003,42.470001,30.68,43.849998,99.32,46.959999,75.800003,110.099998,90.910004,109.610001,140.850006,158.320007,52.619999,98.349998,63.080002,86.660004,70.760002
326,45.080002,40.91,49.529999,73.239998,136.179993,169.410004,18.629999,59.240002,80.849998,94.639999,82.529999,60.459999,35.060001,107.970001,74.050003,91.019997,133.110001,42.34,29.620001,43.419998,99.019997,47.740002,75.550003,109.800003,89.889999,109.809998,139.800003,158.699997,51.869999,99.5,61.700001,85.58000200000002,70.0
327,44.75,41.130001,49.639999,73.599998,136.479996,166.53999299999995,19.0,59.25,80.489998,93.980003,82.480003,60.490002,35.0,108.669998,74.150002,90.809998,133.410004,42.0,29.1,43.48,99.239998,46.630001,75.269997,109.160004,90.139999,109.519997,140.0,157.5,52.150002,98.230003,61.84,85.459999,69.900002
328,44.470001,40.75,49.380001,73.32,136.369995,167.0,18.879999,58.849998,80.739998,93.949997,82.839996,60.299999,34.860001000000004,108.010002,73.940002,90.669998,131.929993,42.0,28.85,43.220001,98.709999,46.509998,75.790001,109.169998,90.019997,110.190002,138.940002,156.449997,52.119999,96.760002,62.02,85.989998,69.690002
329,44.099998,40.389999,49.709999,73.410004,136.759995,166.399994,18.780001,58.650002,81.059998,94.760002,83.300003,60.25,34.779999,108.800003,74.110001,90.769997,132.220001,42.09,29.01,43.27,99.18,47.389999,75.989998,109.599998,90.139999,109.980003,138.96000700000002,156.720001,52.349998,96.629997,62.139999,85.260002,69.75
330,44.630001,40.799999,49.860001,73.739998,137.470001,166.490005,18.719999,59.360001,81.0,94.480003,84.209999,60.91,34.779999,109.800003,74.529999,92.080002,132.71000700000002,42.23,28.98,44.0,100.480003,47.23,76.41999799999998,109.580002,90.800003,110.5,140.429993,156.639999,52.73,97.370003,62.389999,85.93,70.0
331,45.0,40.82,49.970001,73.91999799999998,138.089996,164.850006,19.040001,59.16,80.400002,94.550003,85.440002,60.470001,35.07,108.639999,74.040001,91.370003,133.550003,41.919998,28.83,43.740002,100.050003,46.639999,75.940002,109.32,91.059998,110.669998,139.490005,156.610001,52.049999,96.82,63.689999,85.41999799999998,69.989998
332,44.700001,41.02,49.830002,73.559998,138.0,164.21000700000005,19.120001,59.07,80.440002,94.529999,84.959999,60.52,34.93,108.699997,73.870003,91.160004,133.71000700000002,41.98,28.610001,44.130001,100.160004,46.299999,75.709999,109.279999,91.260002,110.720001,139.050003,157.949997,51.869999,97.550003,63.610001,85.449997,70.82
333,44.709999,41.09,49.75,73.589996,137.509995,165.570007,19.0,59.040001,79.769997,94.760002,84.75,60.43,34.790001000000004,108.610001,74.379997,91.589996,133.679993,41.98,28.83,44.119999,100.800003,46.5,75.58000200000002,109.559998,91.0,111.0,139.009995,159.279999,52.02,97.139999,62.889999,85.529999,70.5
334,45.07,41.41,50.139999,73.83000200000002,138.660004,166.779999,19.16,59.200001,79.650002,95.919998,85.25,60.990002,35.349998,109.230003,74.650002,92.739998,134.679993,42.029999,28.879999,44.549999,101.910004,46.369999,75.83000200000002,111.089996,91.440002,112.800003,138.71000700000002,161.910004,52.43,97.980003,62.900002,85.610001,70.110001
335,44.91,41.419998,50.169998,74.019997,138.410004,168.059998,19.41,59.080002,79.629997,96.510002,85.709999,61.07,35.049999,109.760002,75.089996,93.599998,134.619995,42.279999,29.530001,45.060001,101.690002,47.130001,75.41999799999998,111.480003,91.449997,113.199997,139.130005,162.770004,52.450001,98.75,62.060001,86.25,70.58000200000002
336,44.599998,41.41,50.099998,73.800003,137.589996,167.759995,19.41,59.220001,78.870003,95.720001,85.769997,60.77,34.939999,109.010002,75.010002,92.029999,133.46000700000002,42.099998,29.6,44.639999,101.980003,46.57,75.260002,111.150002,90.959999,113.040001,138.600006,161.809998,52.689999,98.599998,61.84,85.769997,70.139999
337,44.919998,40.389999,50.23,73.959999,138.020004,167.509995,19.049999,58.029999,78.889999,96.339996,86.980003,59.66,34.93,108.419998,74.059998,92.309998,134.100006,42.310001,29.219999,44.509998,101.839996,47.009998,75.720001,111.540001,91.300003,113.300003,136.580002,163.589996,52.049999,98.75,62.290001,84.760002,70.16999799999999
338,44.919998,40.860001,50.57,74.010002,137.940002,167.320007,18.57,57.23,78.75,96.980003,86.379997,59.48,34.549999,108.400002,73.610001,92.25,134.160004,42.560001,29.0,44.189999,101.629997,46.73,76.07,112.309998,91.309998,113.900002,134.770004,164.479996,51.84,98.25,62.27,83.489998,70.029999
339,45.610001,40.810001,50.18,73.610001,136.940002,168.0,18.42,57.41,78.459999,96.720001,86.410004,58.91,34.639999,107.919998,72.720001,92.050003,132.800003,42.209999,29.34,43.900002,101.269997,46.93,73.91999799999998,111.949997,90.910004,112.830002,133.46000700000002,163.490005,52.43,97.089996,62.509998,82.889999,70.199997
340,45.610001,40.490002,50.360001,73.91999799999998,137.649994,167.369995,18.370001,57.580002,78.25,96.68,86.559998,59.639999,34.810001,108.379997,73.290001,92.239998,133.199997,42.23,29.25,44.110001,101.43,46.650002,73.66999799999998,111.980003,90.769997,112.32,133.53999299999998,162.820007,52.650002,97.290001,62.509998,83.25,69.989998
341,45.43,40.330002,50.16,73.410004,137.130005,165.529999,18.290001,57.450001,78.129997,96.559998,85.489998,59.009998,34.48,107.660004,72.839996,91.5,132.089996,42.110001,29.0,43.639999,100.589996,46.779999,72.720001,111.870003,90.449997,111.230003,132.929993,163.399994,52.580002,96.589996,62.09,82.709999,69.519997
342,45.32,40.16,50.200001,73.220001,136.53999299999998,166.110001,18.24,57.360001,78.389999,96.940002,85.529999,58.77,34.150002,108.029999,72.440002,90.779999,131.910004,42.240002,28.969999,43.400002,100.0,46.959999,72.970001,111.809998,90.169998,112.139999,132.690002,161.46000700000005,51.919998,96.25,61.73,83.290001,69.33000200000001
343,45.599998,40.189999,50.189999,73.589996,136.779999,166.279999,18.559999,57.610001,78.5,97.120003,85.660004,59.18,34.330002,109.099998,72.66999799999998,91.199997,132.369995,42.509998,29.02,43.57,98.010002,46.73,73.120003,112.059998,90.559998,112.739998,133.0,162.139999,52.060001,96.169998,61.880001,83.599998,70.349998
344,46.32,40.580002,50.009998,73.32,135.949997,167.300003,18.52,57.560001,78.650002,97.139999,85.41999799999998,59.41,34.459999,109.389999,72.93,91.43,132.669998,42.349998,29.32,43.650002,97.75,47.09,72.889999,112.290001,90.5,113.160004,132.509995,163.75,51.700001,96.209999,61.869999,83.650002,70.690002
345,45.880001,40.389999,50.029999,72.980003,135.110001,167.589996,18.25,57.150002,77.599998,97.419998,85.260002,59.099998,34.25,108.889999,72.449997,90.879997,132.149994,42.549999,29.33,43.18,97.370003,46.150002,72.029999,112.309998,90.029999,113.540001,131.509995,162.380005,51.939999,95.349998,61.630001,83.110001,71.32
346,46.200001,40.41,49.900002,73.099998,135.130005,167.740005,18.219999,57.27,78.379997,97.879997,84.730003,59.049999,34.610001000000004,108.93,72.589996,90.800003,132.03999299999998,42.580002,29.459999,43.23,98.199997,46.23,71.599998,111.949997,89.860001,112.910004,131.149994,162.070007,52.060001,95.980003,61.959999,83.360001,72.08000200000002
347,45.669998,40.310001,49.939999,73.5,134.509995,166.600006,17.75,56.720001,78.010002,97.169998,84.339996,58.59,34.5,108.43,72.410004,90.699997,131.71000700000002,42.509998,29.299999,43.639999,98.269997,45.77,71.720001,111.989998,89.75,113.169998,131.380005,161.660004,51.599998,95.279999,61.93,82.839996,71.739998
348,45.419998,40.130001,49.75,73.550003,135.220001,167.28999299999995,17.190001000000002,56.77,77.82,97.269997,85.110001,58.439999,34.48,108.519997,72.339996,91.099998,132.419998,42.650002,29.690001,43.57,99.209999,45.830002,72.260002,112.040001,90.0,113.5,130.809998,161.75,51.540001,95.459999,62.080002,82.980003,71.639999
349,45.169998,40.389999,49.57,73.400002,134.270004,169.679993,17.15,56.650002,77.18,96.519997,84.860001,57.889999,34.459999,109.07,72.589996,91.489998,131.779999,42.580002,29.450001,43.939999,100.519997,46.040001,71.900002,112.120003,89.769997,113.379997,130.119995,169.399994,51.580002,95.620003,61.91,81.199997,71.699997
350,45.290001,40.439999,49.68,73.18,133.130005,169.699997,17.25,56.759998,77.050003,96.339996,84.360001,57.82,34.389999,109.019997,72.360001,91.169998,131.279999,42.639999,29.379999,44.130001,100.279999,45.740002,71.480003,111.699997,89.459999,112.860001,129.679993,172.0,51.66,95.860001,62.599998,81.800003,72.099998
351,44.91,40.48,49.560001,73.389999,133.21000700000002,170.199997,17.049999,56.110001,77.08000200000002,96.699997,84.339996,57.68,34.290001000000004,109.620003,72.480003,90.650002,131.479996,42.73,29.9,44.23,99.660004,45.919998,71.980003,111.699997,89.129997,113.599998,128.279999,170.740005,51.700001,95.260002,62.259998,82.279999,72.989998
352,44.93,40.5,49.82,73.639999,133.28999299999998,170.78999299999995,17.15,56.419998,77.720001,96.989998,84.610001,57.470001,34.34,108.129997,72.300003,90.889999,131.899994,42.68,30.24,44.290001,99.440002,45.790001,71.779999,111.709999,89.660004,113.480003,127.370003,171.229996,52.0,95.769997,62.470001,82.269997,73.0
353,44.639999,40.369999,49.869999,73.629997,133.800003,171.429993,17.25,56.560001,77.839996,96.720001,84.370003,57.25,34.150002,108.440002,72.07,91.029999,132.800003,42.540001,29.52,43.84,99.699997,45.200001,72.25,112.050003,89.699997,113.690002,127.720001,169.880005,51.790001,95.529999,62.669998,82.440002,73.550003
354,44.549999,40.57,49.849998,73.709999,134.639999,170.050003,17.559998999999998,56.939999,77.989998,97.209999,84.760002,57.529999,34.169998,108.949997,72.339996,92.050003,133.029999,42.869999,30.049999,44.490002,99.739998,45.509998,71.940002,113.25,90.050003,113.480003,128.03999299999998,169.899994,52.18,95.5,64.379997,82.82,73.370003
355,44.290001,40.360001,49.919998,73.639999,133.839996,168.770004,17.9,56.27,78.029999,97.419998,85.089996,57.259998,34.189999,108.309998,72.08000200000002,91.800003,132.839996,42.790001,29.99,44.220001,99.419998,44.799999,71.33000200000002,112.739998,90.230003,113.139999,127.629997,170.860001,51.959999,94.779999,63.639999,82.629997,73.160004
356,44.700001,40.470001,50.32,74.07,134.869995,170.050003,18.129999,56.560001,77.629997,98.18,85.16999799999998,57.700001,34.470001,108.709999,72.379997,91.540001,132.919998,43.110001,29.98,44.200001,100.160004,44.970001,72.300003,113.440002,90.400002,114.690002,128.0,170.0,52.02,94.980003,64.410004,82.599998,73.540001
357,45.330002,40.860001,50.740002,73.809998,135.380005,170.880005,18.43,57.16,78.059998,98.879997,86.339996,58.200001,34.759998,109.559998,73.150002,92.43,133.820007,43.740002,29.879999,44.799999,100.669998,45.5,72.279999,114.419998,90.099998,115.080002,127.959999,172.279999,52.48,96.32,65.190002,83.209999,74.099998
358,44.709999,40.5,50.610001,73.339996,135.25,170.330002,18.049999,57.220001,77.849998,98.379997,85.75,57.849998,34.57,108.739998,72.599998,92.110001,133.139999,43.200001,30.0,44.720001,100.510002,44.990002,71.559998,113.519997,89.699997,109.150002,127.529999,172.050003,52.119999,95.480003,64.66999799999999,83.730003,74.139999
359,45.040001,40.700001,50.189999,73.029999,135.550003,171.520004,17.879998999999994,57.299999,79.239998,98.209999,85.959999,57.830002,34.509998,108.599998,72.540001,92.129997,130.580002,42.98,29.639999,44.98,100.360001,45.68,71.349998,113.550003,89.16999799999998,109.779999,127.190002,172.470001,52.419998,94.980003,65.139999,84.209999,74.739998
360,45.27,40.959999,50.389999,73.290001,134.309998,172.0,17.75,57.75,79.980003,98.470001,85.709999,58.029999,34.900002,107.639999,72.760002,92.010002,127.489998,43.240002,30.09,45.25,100.769997,45.68,71.889999,114.360001,89.120003,110.480003,126.989998,172.869995,52.580002,95.620003,65.660004,84.760002,75.08000200000002
361,45.450001,40.0,50.619999,73.910004,134.970001,172.910004,17.99,57.970001,81.400002,97.940002,86.269997,58.169998,34.970001,108.540001,72.809998,92.639999,131.470001,42.849998,30.0,45.419998,101.089996,45.549999,72.540001,114.209999,89.58000200000002,112.379997,127.330002,173.0,52.950001,96.339996,66.440002,84.449997,74.970001
362,45.66,39.209999,50.200001,74.160004,136.5,178.050003,18.23,57.57,81.800003,92.760002,87.410004,58.290001,35.369999,108.620003,72.379997,92.32,132.570007,43.060001,30.0,45.57,100.730003,45.310001,72.400002,111.75,89.849998,112.860001,126.919998,172.820007,53.200001,96.43,65.120003,85.93,75.269997
363,45.139999,39.02,49.830002,73.519997,133.690002,177.320007,18.23,57.52,82.690002,93.139999,87.720001,58.040001,35.040001000000004,107.790001,71.559998,90.919998,130.259995,43.169998,29.950001,45.16,99.919998,45.200001,71.5,113.099998,87.58000200000002,111.199997,126.980003,171.509995,53.220001,96.199997,64.660004,85.870003,75.540001
364,45.630001,38.75,49.630001,71.18,133.589996,178.070007,18.0,57.0,82.790001,91.889999,87.209999,57.5,34.950001,106.989998,71.059998,91.199997,129.520004,42.959999,30.17,45.029999,100.0,45.380001,71.400002,112.339996,87.519997,110.129997,126.239998,171.0,53.279999,95.760002,64.360001,85.769997,75.239998
365,45.880001,38.84,49.639999,72.290001,134.110001,178.5,17.92,57.630001,82.440002,91.669998,87.68,57.560001,34.869999,108.0,71.089996,90.650002,129.350006,43.150002,29.66,45.040001,100.029999,45.439999,71.75,112.93,87.379997,111.0,127.0,173.0,52.93,95.940002,64.510002,86.360001,75.089996
366,43.0,38.330002,49.369999,72.019997,133.850006,178.720001,18.08,57.029999,82.16999799999998,91.220001,87.110001,56.900002,34.900002,107.120003,70.510002,89.639999,129.589996,43.220001,28.6,44.220001,99.239998,44.59,70.050003,112.75,87.290001,110.599998,125.910004,172.820007,52.91,95.220001,64.010002,86.730003,75.300003
367,41.720001,37.970001,48.880001,70.900002,129.03999299999998,178.740005,18.1,57.09,79.110001,90.25,90.150002,55.990002,34.799999,106.82,69.120003,90.220001,126.43,43.330002,28.870001,45.0,99.449997,44.720001,70.699997,112.389999,86.300003,110.400002,124.660004,174.71000700000005,52.84,92.019997,63.41,85.889999,75.400002
368,41.369999,37.790001,50.110001,71.400002,131.559998,180.050003,18.1,56.880001,79.660004,91.099998,91.459999,56.110001,34.560001,107.389999,68.690002,88.0,126.769997,43.419998,29.440001,45.25,99.559998,45.130001,70.470001,112.169998,86.849998,110.889999,125.110001,173.740005,53.509998,90.730003,62.669998,85.849998,75.93
369,42.669998,37.82,50.849998,72.010002,132.270004,182.770004,18.389999,57.450001,81.400002,91.160004,91.379997,57.330002,34.860001000000004,107.650002,70.739998,89.860001,128.580002,43.790001,29.219999,45.18,100.5,46.959999,70.550003,113.040001,86.540001,111.510002,126.059998,177.949997,54.779999,92.309998,63.150002,86.18,76.41999799999998
370,42.5,37.75,50.799999,71.83000200000002,132.899994,174.660004,18.07,57.450001,80.879997,91.099998,92.580002,57.369999,34.779999,107.389999,70.690002,89.58000200000002,128.339996,43.59,29.41,44.77,100.120003,47.490002,70.82,113.199997,86.33000200000002,112.089996,126.0,178.600006,54.48,93.43,62.009998,85.639999,76.5
371,42.75,37.709999,50.669998,71.849998,131.660004,173.610001,17.99,57.700001,81.0,91.190002,92.769997,57.400002,34.549999,106.970001,72.610001,89.230003,128.389999,43.889999,28.969999,44.529999,100.389999,48.400002,70.849998,113.239998,86.800003,112.940002,126.139999,179.429993,55.0,93.68,59.509998,85.550003,76.440002
372,42.369999,37.299999,50.27,71.470001,132.440002,172.029999,19.15,57.259998,81.07,90.599998,93.449997,56.369999,34.610001000000004,106.440002,70.82,89.110001,128.25,43.48,29.07,44.310001,99.709999,47.970001,70.269997,112.699997,86.480003,111.699997,124.650002,178.139999,54.830002,92.669998,58.0,85.769997,76.33000200000002
373,42.299999,37.470001,50.740002,71.480003,132.679993,170.779999,19.969999,57.34,80.839996,90.370003,93.730003,56.400002,34.25,106.330002,71.040001,88.800003,128.809998,43.490002,30.01,44.93,99.589996,47.68,70.08000200000001,112.639999,86.610001,110.730003,125.0,177.78999299999995,54.369999,92.580002,57.869999,85.290001,76.349998
374,42.130001,37.450001,50.389999,71.599998,132.369995,171.28999299999995,19.6,57.549999,82.099998,90.599998,93.080002,56.16,34.380001,106.449997,70.459999,89.339996,127.43,43.639999,30.209999,44.59,99.910004,47.880001,70.43,112.93,86.239998,110.959999,124.860001,178.130005,54.779999,93.459999,58.759998,85.480003,75.949997
375,42.029999,37.400002,50.049999,71.300003,132.149994,170.300003,19.620001,57.189999,80.25,90.360001,92.980003,56.32,34.400002,106.989998,70.739998,88.760002,128.089996,43.459999,29.52,45.110001,99.379997,47.5,70.379997,112.900002,86.650002,111.889999,124.639999,178.600006,53.75,93.5,58.220001,85.160004,75.800003
376,41.959999,37.93,49.75,71.779999,133.020004,171.96000700000005,19.27,57.549999,80.550003,92.309998,92.790001,56.439999,34.549999,107.989998,71.139999,89.260002,128.169998,43.869999,29.15,45.810001,100.419998,47.59,70.800003,114.059998,86.879997,112.949997,125.269997,182.699997,54.25,94.050003,58.130001,84.980003,76.190002
377,41.900002,37.57,49.48,71.58000200000002,130.71000700000002,170.660004,18.870001,57.110001,77.019997,90.970001,91.900002,56.09,34.18,107.209999,70.349998,88.910004,127.419998,43.849998,28.82,45.540001,99.489998,46.700001,70.949997,113.790001,86.239998,113.519997,124.769997,182.210007,54.189999,94.07,57.849998,83.139999,75.110001
378,41.450001,37.639999,49.66,73.970001,130.940002,170.080002,18.6,57.279999,76.410004,90.459999,91.959999,56.0,34.169998,108.699997,70.379997,89.650002,127.849998,43.869999,28.889999,44.75,100.410004,47.639999,70.629997,113.779999,86.18,113.779999,125.489998,180.889999,54.400002,92.849998,57.880001,81.959999,76.889999
379,41.369999,37.66,49.68,74.269997,130.979996,171.350006,18.66,54.709999,76.760002,90.699997,91.529999,55.919998,34.290001000000004,110.760002,70.199997,89.75,127.040001,43.849998,29.139999,45.0,100.110001,46.860001,70.470001,114.169998,86.0,113.989998,125.959999,181.449997,54.41,92.870003,57.880001,81.459999,77.970001
380,41.549999,37.700001,49.68,75.0,132.139999,172.240005,18.73,55.779999,76.5,90.919998,92.110001,56.09,34.93,111.849998,70.599998,90.110001,127.220001,43.889999,29.200001,45.650002,101.0,47.529999,71.0,113.690002,86.25,115.029999,125.889999,183.0,54.610001,94.610001,58.580002,80.589996,78.650002
381,41.549999,38.099998,50.080002,74.360001,132.440002,172.970001,18.83,57.580002,76.660004,91.650002,93.220001,56.720001,35.209999,112.389999,71.349998,91.209999,127.209999,44.25,29.23,46.080002,102.370003,48.450001,72.089996,114.709999,86.279999,116.18,127.260002,184.690002,54.84,95.309998,58.540001,81.57,78.58000200000002
382,42.48,38.560001,50.48,74.050003,132.399994,172.949997,18.99,58.16,77.309998,92.269997,92.339996,56.68,35.23,113.099998,71.610001,92.0,127.519997,44.509998,29.1,46.130001,102.739998,49.599998,72.410004,115.309998,86.449997,116.860001,127.540001,180.809998,54.16,94.690002,58.23,81.400002,78.559998
383,42.540001,38.759998,50.849998,74.75,133.160004,173.470001,18.99,58.450001,76.620003,93.449997,93.25,56.889999,34.049999,114.260002,72.849998,92.690002,128.03999299999998,45.0,29.209999,46.23,103.599998,50.0,73.029999,116.360001,86.58000200000002,117.790001,127.540001,180.020004,54.299999,94.959999,58.490002,80.68,78.360001
384,42.560001,38.84,51.200001,75.18,134.949997,180.25,18.790001,58.919998,76.0,93.239998,93.349998,56.970001,33.09,115.309998,72.809998,92.900002,129.119995,45.349998,29.35,46.700001,104.269997,50.790001,74.08000200000002,117.25,86.93,119.25,128.100006,179.600006,54.27,94.080002,58.099998,81.0,78.370003
385,42.220001,38.900002,51.139999,75.519997,134.78999299999998,177.679993,19.059999,58.66,76.410004,93.050003,93.410004,57.07,33.049999,115.889999,71.940002,92.940002,129.350006,45.16,29.389999,46.450001,104.339996,50.669998,74.559998,117.739998,87.25,119.25,127.599998,180.029999,54.360001,95.410004,58.110001,81.050003,78.0
386,42.290001,38.439999,51.639999,76.190002,135.279999,179.240005,18.93,57.950001,76.779999,92.830002,93.989998,56.5,33.34,115.730003,71.809998,92.629997,129.350006,45.43,29.719999,46.349998,103.879997,50.84,75.239998,116.910004,87.66999799999998,120.480003,127.900002,180.899994,54.330002,95.5,58.029999,80.370003,78.349998
387,41.049999,40.040001,51.799999,76.5,135.809998,180.809998,19.08,57.75,76.839996,92.93,94.339996,56.889999,33.82,115.589996,71.889999,92.349998,130.28999299999998,45.450001,29.77,46.650002,104.529999,50.630001,75.08000200000002,116.800003,88.019997,120.0,128.110001,183.320007,54.73,95.010002,57.52,81.290001,78.639999
388,41.950001,39.950001,52.27,77.0,136.220001,180.580002,19.33,58.16,78.510002,93.099998,95.0,57.689999,34.009998,115.269997,73.5,92.940002,130.380005,45.830002,30.35,47.130001,105.57,50.849998,75.33000200000002,117.459999,88.400002,121.349998,130.759995,185.720001,55.48,96.879997,58.41,82.300003,79.800003
389,42.110001,39.509998,52.43,77.0,136.300003,181.100006,19.15,57.529999,79.0,92.68,95.980003,57.470001,34.07,115.720001,72.660004,93.580002,130.309998,45.779999,30.02,47.150002,105.279999,51.25,75.139999,117.389999,88.300003,121.5,130.559998,184.240005,55.57,96.379997,57.900002,83.25,79.599998
390,41.869999,39.77,52.59,77.0,137.0,181.699997,18.950001,57.450001,78.480003,92.830002,96.300003,57.43,34.169998,115.43,72.839996,93.449997,130.53999299999998,45.900002,30.1,46.990002,105.400002,50.939999,74.879997,117.779999,88.760002,121.769997,130.639999,184.509995,55.25,96.139999,58.459999,82.75,79.43
